Дата;Регион;Значение;REGION
2020-08-23;Ульяновская область;63.0;Ульяновская обл.
2020-08-23;Чувашская Республика;60.0;Чувашия
2020-08-24;Мордовия;81.0;Мордовия
2020-08-24;Нижегородская область;76.0;Нижегородская обл.
2020-08-24;Пензенская область;84.0;Пензенская обл.
2020-08-24;Республика Марий Эл;73.0;Марий Эл
2020-08-24;Республика Татарстан;80.0;Татарстан
2020-08-24;Самарская область;84.0;Самарская обл.
2020-08-24;Саратовская область;79.0;Саратовская обл.
2020-08-24;Ульяновская область;71.0;Ульяновская обл.
2020-08-24;Чувашская Республика;81.0;Чувашия
2020-08-25;Мордовия;83.0;Мордовия
2020-08-25;Нижегородская область;82.0;Нижегородская обл.
2020-08-25;Пензенская область;83.0;Пензенская обл.
2020-08-25;Республика Марий Эл;75.0;Марий Эл
2020-08-25;Республика Татарстан;82.0;Татарстан
2020-08-25;Самарская область;85.0;Самарская обл.
2020-08-25;Саратовская область;84.0;Саратовская обл.
2020-08-25;Ульяновская область;77.0;Ульяновская обл.
2020-08-25;Чувашская Республика;83.0;Чувашия
2020-08-26;Мордовия;83.0;Мордовия
2020-08-26;Нижегородская область;79.0;Нижегородская обл.
2020-08-26;Пензенская область;87.0;Пензенская обл.
2020-08-26;Республика Марий Эл;75.0;Марий Эл
2020-08-26;Республика Татарстан;80.0;Татарстан
2020-08-26;Самарская область;88.0;Самарская обл.
2020-08-26;Саратовская область;82.0;Саратовская обл.
2020-08-26;Ульяновская область;78.0;Ульяновская обл.
2020-08-26;Чувашская Республика;84.0;Чувашия
2020-08-27;Мордовия;84.0;Мордовия
2020-08-27;Нижегородская область;81.0;Нижегородская обл.
2020-08-27;Пензенская область;87.0;Пензенская обл.
2020-08-27;Республика Марий Эл;78.0;Марий Эл
2020-08-27;Республика Татарстан;84.0;Татарстан
2020-08-27;Самарская область;87.0;Самарская обл.
2020-08-27;Саратовская область;82.0;Саратовская обл.
2020-08-27;Ульяновская область;83.0;Ульяновская обл.
2020-08-27;Чувашская Республика;84.0;Чувашия
2020-08-28;Мордовия;88.0;Мордовия
2020-08-28;Нижегородская область;87.0;Нижегородская обл.
2020-08-28;Пензенская область;91.0;Пензенская обл.
2020-08-28;Республика Марий Эл;80.0;Марий Эл
2020-08-28;Республика Татарстан;86.0;Татарстан
2020-08-28;Самарская область;95.0;Самарская обл.
2020-08-28;Саратовская область;88.0;Саратовская обл.
2020-08-28;Ульяновская область;84.0;Ульяновская обл.
2020-08-28;Чувашская Республика;89.0;Чувашия
2020-08-29;Мордовия;80.0;Мордовия
2020-08-29;Нижегородская область;71.0;Нижегородская обл.
2020-08-29;Пензенская область;85.0;Пензенская обл.
2020-08-29;Республика Марий Эл;68.0;Марий Эл
2020-08-29;Республика Татарстан;75.0;Татарстан
2020-08-29;Самарская область;77.0;Самарская обл.
2020-08-29;Саратовская область;75.0;Саратовская обл.
2020-08-29;Ульяновская область;74.0;Ульяновская обл.
2020-08-29;Чувашская Республика;72.0;Чувашия
2020-08-30;Мордовия;72.0;Мордовия
2020-08-30;Нижегородская область;65.0;Нижегородская обл.
2020-08-30;Пензенская область;75.0;Пензенская обл.
2020-08-30;Республика Марий Эл;60.0;Марий Эл
2020-08-30;Республика Татарстан;70.0;Татарстан
2020-08-30;Самарская область;70.0;Самарская обл.
2020-08-30;Саратовская область;68.0;Саратовская обл.
2020-08-30;Ульяновская область;68.0;Ульяновская обл.
2020-08-30;Чувашская Республика;66.0;Чувашия
2020-08-31;Мордовия;92.0;Мордовия
2020-08-31;Нижегородская область;82.0;Нижегородская обл.
2020-08-31;Пензенская область;90.0;Пензенская обл.
2020-08-31;Республика Марий Эл;84.0;Марий Эл
2020-08-31;Республика Татарстан;90.0;Татарстан
2020-08-31;Самарская область;91.0;Самарская обл.
2020-08-31;Саратовская область;86.0;Саратовская обл.
2020-08-31;Ульяновская область;80.0;Ульяновская обл.
2020-08-31;Чувашская Республика;95.0;Чувашия
2020-09-01;Мордовия;86.0;Мордовия
2020-09-01;Нижегородская область;83.0;Нижегородская обл.
2020-09-01;Пензенская область;85.0;Пензенская обл.
2020-09-01;Республика Марий Эл;84.0;Марий Эл
2020-09-01;Республика Татарстан;93.0;Татарстан
2020-09-01;Самарская область;94.0;Самарская обл.
2020-09-01;Саратовская область;87.0;Саратовская обл.
2020-09-01;Ульяновская область;86.0;Ульяновская обл.
2020-09-01;Чувашская Республика;91.0;Чувашия
2020-09-02;Мордовия;82.0;Мордовия
2020-09-02;Нижегородская область;79.0;Нижегородская обл.
2020-09-02;Пензенская область;84.0;Пензенская обл.
2020-09-02;Республика Марий Эл;79.0;Марий Эл
2020-09-02;Республика Татарстан;87.0;Татарстан
2020-09-02;Самарская область;85.0;Самарская обл.
2020-09-02;Саратовская область;83.0;Саратовская обл.
2020-09-02;Ульяновская область;72.0;Ульяновская обл.
2020-09-02;Чувашская Республика;85.0;Чувашия
2020-09-03;Мордовия;82.0;Мордовия
2020-09-03;Нижегородская область;81.0;Нижегородская обл.
2020-09-03;Пензенская область;84.0;Пензенская обл.
2020-09-03;Республика Марий Эл;78.0;Марий Эл
2020-09-03;Республика Татарстан;86.0;Татарстан
2020-09-03;Самарская область;87.0;Самарская обл.
2020-09-03;Саратовская область;80.0;Саратовская обл.
2020-09-03;Ульяновская область;75.0;Ульяновская обл.
2020-09-03;Чувашская Республика;86.0;Чувашия
2020-09-04;Мордовия;89.0;Мордовия
2020-09-04;Нижегородская область;90.0;Нижегородская обл.
2020-09-04;Пензенская область;90.0;Пензенская обл.
2020-09-04;Республика Марий Эл;85.0;Марий Эл
2020-09-04;Республика Татарстан;92.0;Татарстан
2020-09-04;Самарская область;97.0;Самарская обл.
2020-09-04;Саратовская область;92.0;Саратовская обл.
2020-09-04;Ульяновская область;82.0;Ульяновская обл.
2020-09-04;Чувашская Республика;92.0;Чувашия
2020-09-05;Мордовия;74.0;Мордовия
2020-09-05;Нижегородская область;73.0;Нижегородская обл.
2020-09-05;Пензенская область;82.0;Пензенская обл.
2020-09-05;Республика Марий Эл;65.0;Марий Эл
2020-09-05;Республика Татарстан;77.0;Татарстан
2020-09-05;Самарская область;80.0;Самарская обл.
2020-09-05;Саратовская область;79.0;Саратовская обл.
2020-09-05;Ульяновская область;70.0;Ульяновская обл.
2020-09-05;Чувашская Республика;70.0;Чувашия
2020-09-06;Мордовия;66.0;Мордовия
2020-09-06;Нижегородская область;62.0;Нижегородская обл.
2020-09-06;Пензенская область;70.0;Пензенская обл.
2020-09-06;Республика Марий Эл;60.0;Марий Эл
2020-09-06;Республика Татарстан;66.0;Татарстан
2020-09-06;Самарская область;68.0;Самарская обл.
2020-09-06;Саратовская область;67.0;Саратовская обл.
2020-09-06;Ульяновская область;58.0;Ульяновская обл.
2020-09-06;Чувашская Республика;60.0;Чувашия
2020-09-07;Мордовия;81.0;Мордовия
2020-09-07;Нижегородская область;75.0;Нижегородская обл.
2020-09-07;Пензенская область;82.0;Пензенская обл.
2020-09-07;Республика Марий Эл;73.0;Марий Эл
2020-09-07;Республика Татарстан;84.0;Татарстан
2020-09-07;Самарская область;84.0;Самарская обл.
2020-09-07;Саратовская область;84.0;Саратовская обл.
2020-09-07;Ульяновская область;73.0;Ульяновская обл.
2020-09-07;Чувашская Республика;86.0;Чувашия
2020-09-08;Мордовия;77.0;Мордовия
2020-09-08;Нижегородская область;78.0;Нижегородская обл.
2020-09-08;Пензенская область;81.0;Пензенская обл.
2020-09-08;Республика Марий Эл;74.0;Марий Эл
2020-09-08;Республика Татарстан;84.0;Татарстан
2020-09-08;Самарская область;84.0;Самарская обл.
2020-09-08;Саратовская область;81.0;Саратовская обл.
2020-09-08;Ульяновская область;75.0;Ульяновская обл.
2020-09-08;Чувашская Республика;91.0;Чувашия
2020-09-09;Мордовия;77.0;Мордовия
2020-09-09;Нижегородская область;75.0;Нижегородская обл.
2020-09-09;Пензенская область;78.0;Пензенская обл.
2020-09-09;Республика Марий Эл;73.0;Марий Эл
2020-09-09;Республика Татарстан;83.0;Татарстан
2020-09-09;Самарская область;75.0;Самарская обл.
2020-09-09;Саратовская область;79.0;Саратовская обл.
2020-09-09;Ульяновская область;80.0;Ульяновская обл.
2020-09-09;Чувашская Республика;89.0;Чувашия
2020-09-10;Мордовия;82.0;Мордовия
2020-09-10;Нижегородская область;80.0;Нижегородская обл.
2020-09-10;Пензенская область;88.0;Пензенская обл.
2020-09-10;Республика Марий Эл;76.0;Марий Эл
2020-09-10;Республика Татарстан;90.0;Татарстан
2020-09-10;Самарская область;90.0;Самарская обл.
2020-09-10;Саратовская область;87.0;Саратовская обл.
2020-09-10;Ульяновская область;82.0;Ульяновская обл.
2020-09-10;Чувашская Республика;92.0;Чувашия
2020-09-11;Мордовия;92.0;Мордовия
2020-09-11;Нижегородская область;84.0;Нижегородская обл.
2020-09-11;Пензенская область;95.0;Пензенская обл.
2020-09-11;Республика Марий Эл;86.0;Марий Эл
2020-09-11;Республика Татарстан;92.0;Татарстан
2020-09-11;Самарская область;95.0;Самарская обл.
2020-09-11;Саратовская область;89.0;Саратовская обл.
2020-09-11;Ульяновская область;89.0;Ульяновская обл.
2020-09-11;Чувашская Республика;91.0;Чувашия
2020-09-12;Мордовия;81.0;Мордовия
2020-09-12;Нижегородская область;73.0;Нижегородская обл.
2020-09-12;Пензенская область;88.0;Пензенская обл.
2020-09-12;Республика Марий Эл;79.0;Марий Эл
2020-09-12;Республика Татарстан;81.0;Татарстан
2020-09-12;Самарская область;84.0;Самарская обл.
2020-09-12;Саратовская область;79.0;Саратовская обл.
2020-09-12;Ульяновская область;74.0;Ульяновская обл.
2020-09-12;Чувашская Республика;80.0;Чувашия
2020-09-13;Мордовия;69.0;Мордовия
2020-09-13;Нижегородская область;58.0;Нижегородская обл.
2020-09-13;Пензенская область;74.0;Пензенская обл.
2020-09-13;Республика Марий Эл;68.0;Марий Эл
2020-09-13;Республика Татарстан;70.0;Татарстан
2020-09-13;Самарская область;71.0;Самарская обл.
2020-09-13;Саратовская область;67.0;Саратовская обл.
2020-09-13;Ульяновская область;67.0;Ульяновская обл.
2020-09-13;Чувашская Республика;68.0;Чувашия
2020-09-14;Мордовия;80.0;Мордовия
2020-09-14;Нижегородская область;72.0;Нижегородская обл.
2020-09-14;Пензенская область;83.0;Пензенская обл.
2020-09-14;Республика Марий Эл;79.0;Марий Эл
2020-09-14;Республика Татарстан;85.0;Татарстан
2020-09-14;Самарская область;82.0;Самарская обл.
2020-09-14;Саратовская область;80.0;Саратовская обл.
2020-09-14;Ульяновская область;71.0;Ульяновская обл.
2020-09-14;Чувашская Республика;88.0;Чувашия
2020-09-15;Мордовия;86.0;Мордовия
2020-09-15;Нижегородская область;77.0;Нижегородская обл.
2020-09-15;Пензенская область;86.0;Пензенская обл.
2020-09-15;Республика Марий Эл;82.0;Марий Эл
2020-09-15;Республика Татарстан;89.0;Татарстан
2020-09-15;Самарская область;89.0;Самарская обл.
2020-09-15;Саратовская область;87.0;Саратовская обл.
2020-09-15;Ульяновская область;81.0;Ульяновская обл.
2020-09-15;Чувашская Республика;94.0;Чувашия
2020-09-16;Мордовия;83.0;Мордовия
2020-09-16;Нижегородская область;75.0;Нижегородская обл.
2020-09-16;Пензенская область;85.0;Пензенская обл.
2020-09-16;Республика Марий Эл;81.0;Марий Эл
2020-09-16;Республика Татарстан;89.0;Татарстан
2020-09-16;Самарская область;86.0;Самарская обл.
2020-09-16;Саратовская область;83.0;Саратовская обл.
2020-09-16;Ульяновская область;74.0;Ульяновская обл.
2020-09-16;Чувашская Республика;87.0;Чувашия
2020-09-17;Мордовия;86.0;Мордовия
2020-09-17;Нижегородская область;77.0;Нижегородская обл.
2020-09-17;Пензенская область;86.0;Пензенская обл.
2020-09-17;Республика Марий Эл;80.0;Марий Эл
2020-09-17;Республика Татарстан;90.0;Татарстан
2020-09-17;Самарская область;89.0;Самарская обл.
2020-09-17;Саратовская область;85.0;Саратовская обл.
2020-09-17;Ульяновская область;74.0;Ульяновская обл.
2020-09-17;Чувашская Республика;90.0;Чувашия
2020-09-18;Мордовия;81.0;Мордовия
2020-09-18;Нижегородская область;88.0;Нижегородская обл.
2020-09-18;Пензенская область;84.0;Пензенская обл.
2020-09-18;Республика Марий Эл;85.0;Марий Эл
2020-09-18;Республика Татарстан;95.0;Татарстан
2020-09-18;Самарская область;96.0;Самарская обл.
2020-09-18;Саратовская область;89.0;Саратовская обл.
2020-09-18;Ульяновская область;83.0;Ульяновская обл.
2020-09-18;Чувашская Республика;89.0;Чувашия
2020-09-19;Мордовия;83.0;Мордовия
2020-09-19;Нижегородская область;74.0;Нижегородская обл.
2020-09-19;Пензенская область;85.0;Пензенская обл.
2020-09-19;Республика Марий Эл;71.0;Марий Эл
2020-09-19;Республика Татарстан;80.0;Татарстан
2020-09-19;Самарская область;77.0;Самарская обл.
2020-09-19;Саратовская область;76.0;Саратовская обл.
2020-09-19;Ульяновская область;72.0;Ульяновская обл.
2020-09-19;Чувашская Республика;75.0;Чувашия
2020-09-20;Мордовия;66.0;Мордовия
2020-09-20;Нижегородская область;61.0;Нижегородская обл.
2020-09-20;Пензенская область;70.0;Пензенская обл.
2020-09-20;Республика Марий Эл;61.0;Марий Эл
2020-09-20;Республика Татарстан;64.0;Татарстан
2020-09-20;Самарская область;65.0;Самарская обл.
2020-09-20;Саратовская область;65.0;Саратовская обл.
2020-09-20;Ульяновская область;61.0;Ульяновская обл.
2020-09-20;Чувашская Республика;62.0;Чувашия
2020-09-21;Мордовия;75.0;Мордовия
2020-09-21;Нижегородская область;73.0;Нижегородская обл.
2020-09-21;Пензенская область;78.0;Пензенская обл.
2020-09-21;Республика Марий Эл;69.0;Марий Эл
2020-09-21;Республика Татарстан;78.0;Татарстан
2020-09-21;Самарская область;79.0;Самарская обл.
2020-09-21;Саратовская область;82.0;Саратовская обл.
2020-09-21;Ульяновская область;66.0;Ульяновская обл.
2020-09-21;Чувашская Республика;80.0;Чувашия
2020-09-22;Мордовия;79.0;Мордовия
2020-09-22;Нижегородская область;80.0;Нижегородская обл.
2020-09-22;Пензенская область;82.0;Пензенская обл.
2020-09-22;Республика Марий Эл;77.0;Марий Эл
2020-09-22;Республика Татарстан;87.0;Татарстан
2020-09-22;Самарская область;84.0;Самарская обл.
2020-09-22;Саратовская область;85.0;Саратовская обл.
2020-09-22;Ульяновская область;71.0;Ульяновская обл.
2020-09-22;Чувашская Республика;88.0;Чувашия
2020-09-23;Мордовия;82.0;Мордовия
2020-09-23;Нижегородская область;82.0;Нижегородская обл.
2020-09-23;Пензенская область;87.0;Пензенская обл.
2020-09-23;Республика Марий Эл;78.0;Марий Эл
2020-09-23;Республика Татарстан;89.0;Татарстан
2020-09-23;Самарская область;85.0;Самарская обл.
2020-09-23;Саратовская область;84.0;Саратовская обл.
2020-09-23;Ульяновская область;71.0;Ульяновская обл.
2020-09-23;Чувашская Республика;88.0;Чувашия
2020-09-24;Мордовия;83.0;Мордовия
2020-09-24;Нижегородская область;84.0;Нижегородская обл.
2020-09-24;Пензенская область;87.0;Пензенская обл.
2020-09-24;Республика Марий Эл;76.0;Марий Эл
2020-09-24;Республика Татарстан;91.0;Татарстан
2020-09-24;Самарская область;85.0;Самарская обл.
2020-09-24;Саратовская область;84.0;Саратовская обл.
2020-09-24;Ульяновская область;76.0;Ульяновская обл.
2020-09-24;Чувашская Республика;90.0;Чувашия
2020-09-25;Мордовия;94.0;Мордовия
2020-09-25;Нижегородская область;91.0;Нижегородская обл.
2020-09-25;Пензенская область;96.0;Пензенская обл.
2020-09-25;Республика Марий Эл;86.0;Марий Эл
2020-09-25;Республика Татарстан;98.0;Татарстан
2020-09-25;Самарская область;99.0;Самарская обл.
2020-09-25;Саратовская область;95.0;Саратовская обл.
2020-09-25;Ульяновская область;88.0;Ульяновская обл.
2020-09-25;Чувашская Республика;98.0;Чувашия
2020-09-26;Мордовия;82.0;Мордовия
2020-09-26;Нижегородская область;75.0;Нижегородская обл.
2020-09-26;Пензенская область;88.0;Пензенская обл.
2020-09-26;Республика Марий Эл;71.0;Марий Эл
2020-09-26;Республика Татарстан;85.0;Татарстан
2020-09-26;Самарская область;82.0;Самарская обл.
2020-09-26;Саратовская область;81.0;Саратовская обл.
2020-09-26;Ульяновская область;77.0;Ульяновская обл.
2020-09-26;Чувашская Республика;77.0;Чувашия
2020-09-27;Мордовия;68.0;Мордовия
2020-09-27;Нижегородская область;63.0;Нижегородская обл.
2020-09-27;Пензенская область;73.0;Пензенская обл.
2020-09-27;Республика Марий Эл;61.0;Марий Эл
2020-09-27;Республика Татарстан;68.0;Татарстан
2020-09-27;Самарская область;69.0;Самарская обл.
2020-09-27;Саратовская область;67.0;Саратовская обл.
2020-09-27;Ульяновская область;60.0;Ульяновская обл.
2020-09-27;Чувашская Республика;67.0;Чувашия
2020-09-28;Мордовия;78.0;Мордовия
2020-09-28;Нижегородская область;76.0;Нижегородская обл.
2020-09-28;Пензенская область;82.0;Пензенская обл.
2020-09-28;Республика Марий Эл;76.0;Марий Эл
2020-09-28;Республика Татарстан;88.0;Татарстан
2020-09-28;Самарская область;83.0;Самарская обл.
2020-09-28;Саратовская область;84.0;Саратовская обл.
2020-09-28;Ульяновская область;69.0;Ульяновская обл.
2020-09-28;Чувашская Республика;87.0;Чувашия
2020-09-29;Мордовия;81.0;Мордовия
2020-09-29;Нижегородская область;82.0;Нижегородская обл.
2020-09-29;Пензенская область;85.0;Пензенская обл.
2020-09-29;Республика Марий Эл;80.0;Марий Эл
2020-09-29;Республика Татарстан;88.0;Татарстан
2020-09-29;Самарская область;86.0;Самарская обл.
2020-09-29;Саратовская область;83.0;Саратовская обл.
2020-09-29;Ульяновская область;75.0;Ульяновская обл.
2020-09-29;Чувашская Республика;89.0;Чувашия
2020-09-30;Мордовия;85.0;Мордовия
2020-09-30;Нижегородская область;85.0;Нижегородская обл.
2020-09-30;Пензенская область;86.0;Пензенская обл.
2020-09-30;Республика Марий Эл;77.0;Марий Эл
2020-09-30;Республика Татарстан;90.0;Татарстан
2020-09-30;Самарская область;88.0;Самарская обл.
2020-09-30;Саратовская область;88.0;Саратовская обл.
2020-09-30;Ульяновская область;75.0;Ульяновская обл.
2020-09-30;Чувашская Республика;89.0;Чувашия
2020-10-01;Мордовия;88.0;Мордовия
2020-10-01;Нижегородская область;84.0;Нижегородская обл.
2020-10-01;Пензенская область;87.0;Пензенская обл.
2020-10-01;Республика Марий Эл;81.0;Марий Эл
2020-10-01;Республика Татарстан;90.0;Татарстан
2020-10-01;Самарская область;90.0;Самарская обл.
2020-10-01;Саратовская область;89.0;Саратовская обл.
2020-10-01;Ульяновская область;76.0;Ульяновская обл.
2020-10-01;Чувашская Республика;90.0;Чувашия
2020-10-02;Мордовия;93.0;Мордовия
2020-10-02;Нижегородская область;93.0;Нижегородская обл.
2020-10-02;Пензенская область;89.0;Пензенская обл.
2020-10-02;Республика Марий Эл;83.0;Марий Эл
2020-10-02;Республика Татарстан;95.0;Татарстан
2020-10-02;Самарская область;95.0;Самарская обл.
2020-10-02;Саратовская область;91.0;Саратовская обл.
2020-10-02;Ульяновская область;84.0;Ульяновская обл.
2020-10-02;Чувашская Республика;96.0;Чувашия
2020-10-03;Мордовия;81.0;Мордовия
2020-10-03;Нижегородская область;76.0;Нижегородская обл.
2020-10-03;Пензенская область;84.0;Пензенская обл.
2020-10-03;Республика Марий Эл;70.0;Марий Эл
2020-10-03;Республика Татарстан;84.0;Татарстан
2020-10-03;Самарская область;79.0;Самарская обл.
2020-10-03;Саратовская область;80.0;Саратовская обл.
2020-10-03;Ульяновская область;75.0;Ульяновская обл.
2020-10-03;Чувашская Республика;80.0;Чувашия
2020-10-04;Мордовия;65.0;Мордовия
2020-10-04;Нижегородская область;62.0;Нижегородская обл.
2020-10-04;Пензенская область;72.0;Пензенская обл.
2020-10-04;Республика Марий Эл;57.0;Марий Эл
2020-10-04;Республика Татарстан;67.0;Татарстан
2020-10-04;Самарская область;64.0;Самарская обл.
2020-10-04;Саратовская область;67.0;Саратовская обл.
2020-10-04;Ульяновская область;61.0;Ульяновская обл.
2020-10-04;Чувашская Республика;64.0;Чувашия
2020-10-05;Мордовия;78.0;Мордовия
2020-10-05;Нижегородская область;74.0;Нижегородская обл.
2020-10-05;Пензенская область;78.0;Пензенская обл.
2020-10-05;Республика Марий Эл;73.0;Марий Эл
2020-10-05;Республика Татарстан;86.0;Татарстан
2020-10-05;Самарская область;82.0;Самарская обл.
2020-10-05;Саратовская область;84.0;Саратовская обл.
2020-10-05;Ульяновская область;70.0;Ульяновская обл.
2020-10-05;Чувашская Республика;84.0;Чувашия
2020-10-06;Мордовия;75.0;Мордовия
2020-10-06;Нижегородская область;77.0;Нижегородская обл.
2020-10-06;Пензенская область;79.0;Пензенская обл.
2020-10-06;Республика Марий Эл;73.0;Марий Эл
2020-10-06;Республика Татарстан;83.0;Татарстан
2020-10-06;Самарская область;83.0;Самарская обл.
2020-10-06;Саратовская область;83.0;Саратовская обл.
2020-10-06;Ульяновская область;72.0;Ульяновская обл.
2020-10-06;Чувашская Республика;84.0;Чувашия
2020-10-07;Мордовия;76.0;Мордовия
2020-10-07;Нижегородская область;76.0;Нижегородская обл.
2020-10-07;Пензенская область;82.0;Пензенская обл.
2020-10-07;Республика Марий Эл;71.0;Марий Эл
2020-10-07;Республика Татарстан;86.0;Татарстан
2020-10-07;Самарская область;84.0;Самарская обл.
2020-10-07;Саратовская область;82.0;Саратовская обл.
2020-10-07;Ульяновская область;77.0;Ульяновская обл.
2020-10-07;Чувашская Республика;85.0;Чувашия
2020-10-08;Мордовия;79.0;Мордовия
2020-10-08;Нижегородская область;82.0;Нижегородская обл.
2020-10-08;Пензенская область;83.0;Пензенская обл.
2020-10-08;Республика Марий Эл;74.0;Марий Эл
2020-10-08;Республика Татарстан;90.0;Татарстан
2020-10-08;Самарская область;85.0;Самарская обл.
2020-10-08;Саратовская область;86.0;Саратовская обл.
2020-10-08;Ульяновская область;78.0;Ульяновская обл.
2020-10-08;Чувашская Республика;89.0;Чувашия
2020-10-09;Мордовия;89.0;Мордовия
2020-10-09;Нижегородская область;93.0;Нижегородская обл.
2020-10-09;Пензенская область;97.0;Пензенская обл.
2020-10-09;Республика Марий Эл;89.0;Марий Эл
2020-10-09;Республика Татарстан;99.0;Татарстан
2020-10-09;Самарская область;98.0;Самарская обл.
2020-10-09;Саратовская область;95.0;Саратовская обл.
2020-10-09;Ульяновская область;90.0;Ульяновская обл.
2020-10-09;Чувашская Республика;94.0;Чувашия
2020-10-10;Мордовия;82.0;Мордовия
2020-10-10;Нижегородская область;79.0;Нижегородская обл.
2020-10-10;Пензенская область;88.0;Пензенская обл.
2020-10-10;Республика Марий Эл;77.0;Марий Эл
2020-10-10;Республика Татарстан;87.0;Татарстан
2020-10-10;Самарская область;82.0;Самарская обл.
2020-10-10;Саратовская область;82.0;Саратовская обл.
2020-10-10;Ульяновская область;77.0;Ульяновская обл.
2020-10-10;Чувашская Республика;83.0;Чувашия
2020-10-11;Мордовия;66.0;Мордовия
2020-10-11;Нижегородская область;63.0;Нижегородская обл.
2020-10-11;Пензенская область;73.0;Пензенская обл.
2020-10-11;Республика Марий Эл;64.0;Марий Эл
2020-10-11;Республика Татарстан;68.0;Татарстан
2020-10-11;Самарская область;69.0;Самарская обл.
2020-10-11;Саратовская область;65.0;Саратовская обл.
2020-10-11;Ульяновская область;65.0;Ульяновская обл.
2020-10-11;Чувашская Республика;69.0;Чувашия
2020-10-12;Мордовия;75.0;Мордовия
2020-10-12;Нижегородская область;71.0;Нижегородская обл.
2020-10-12;Пензенская область;82.0;Пензенская обл.
2020-10-12;Республика Марий Эл;77.0;Марий Эл
2020-10-12;Республика Татарстан;83.0;Татарстан
2020-10-12;Самарская область;83.0;Самарская обл.
2020-10-12;Саратовская область;81.0;Саратовская обл.
2020-10-12;Ульяновская область;74.0;Ульяновская обл.
2020-10-12;Чувашская Республика;88.0;Чувашия
2020-10-13;Мордовия;76.0;Мордовия
2020-10-13;Нижегородская область;75.0;Нижегородская обл.
2020-10-13;Пензенская область;86.0;Пензенская обл.
2020-10-13;Республика Марий Эл;80.0;Марий Эл
2020-10-13;Республика Татарстан;87.0;Татарстан
2020-10-13;Самарская область;82.0;Самарская обл.
2020-10-13;Саратовская область;83.0;Саратовская обл.
2020-10-13;Ульяновская область;74.0;Ульяновская обл.
2020-10-13;Чувашская Республика;89.0;Чувашия
2020-10-14;Мордовия;78.0;Мордовия
2020-10-14;Нижегородская область;81.0;Нижегородская обл.
2020-10-14;Пензенская область;86.0;Пензенская обл.
2020-10-14;Республика Марий Эл;83.0;Марий Эл
2020-10-14;Республика Татарстан;89.0;Татарстан
2020-10-14;Самарская область;89.0;Самарская обл.
2020-10-14;Саратовская область;83.0;Саратовская обл.
2020-10-14;Ульяновская область;78.0;Ульяновская обл.
2020-10-14;Чувашская Республика;92.0;Чувашия
2020-10-15;Мордовия;86.0;Мордовия
2020-10-15;Нижегородская область;79.0;Нижегородская обл.
2020-10-15;Пензенская область;88.0;Пензенская обл.
2020-10-15;Республика Марий Эл;82.0;Марий Эл
2020-10-15;Республика Татарстан;93.0;Татарстан
2020-10-15;Самарская область;91.0;Самарская обл.
2020-10-15;Саратовская область;89.0;Саратовская обл.
2020-10-15;Ульяновская область;81.0;Ульяновская обл.
2020-10-15;Чувашская Республика;93.0;Чувашия
2020-10-16;Мордовия;90.0;Мордовия
2020-10-16;Нижегородская область;85.0;Нижегородская обл.
2020-10-16;Пензенская область;89.0;Пензенская обл.
2020-10-16;Республика Марий Эл;84.0;Марий Эл
2020-10-16;Республика Татарстан;94.0;Татарстан
2020-10-16;Самарская область;97.0;Самарская обл.
2020-10-16;Саратовская область;96.0;Саратовская обл.
2020-10-16;Ульяновская область;81.0;Ульяновская обл.
2020-10-16;Чувашская Республика;91.0;Чувашия
2020-10-17;Мордовия;78.0;Мордовия
2020-10-17;Нижегородская область;74.0;Нижегородская обл.
2020-10-17;Пензенская область;82.0;Пензенская обл.
2020-10-17;Республика Марий Эл;72.0;Марий Эл
2020-10-17;Республика Татарстан;83.0;Татарстан
2020-10-17;Самарская область;83.0;Самарская обл.
2020-10-17;Саратовская область;80.0;Саратовская обл.
2020-10-17;Ульяновская область;73.0;Ульяновская обл.
2020-10-17;Чувашская Республика;78.0;Чувашия
2020-10-18;Мордовия;60.0;Мордовия
2020-10-18;Нижегородская область;56.0;Нижегородская обл.
2020-10-18;Пензенская область;67.0;Пензенская обл.
2020-10-18;Республика Марий Эл;50.0;Марий Эл
2020-10-18;Республика Татарстан;55.0;Татарстан
2020-10-18;Самарская область;67.0;Самарская обл.
2020-10-18;Саратовская область;66.0;Саратовская обл.
2020-10-18;Ульяновская область;63.0;Ульяновская обл.
2020-10-18;Чувашская Республика;54.0;Чувашия
2020-10-19;Мордовия;73.0;Мордовия
2020-10-19;Нижегородская область;71.0;Нижегородская обл.
2020-10-19;Пензенская область;81.0;Пензенская обл.
2020-10-19;Республика Марий Эл;75.0;Марий Эл
2020-10-19;Республика Татарстан;86.0;Татарстан
2020-10-19;Самарская область;81.0;Самарская обл.
2020-10-19;Саратовская область;78.0;Саратовская обл.
2020-10-19;Ульяновская область;71.0;Ульяновская обл.
2020-10-19;Чувашская Республика;83.0;Чувашия
2020-10-20;Мордовия;75.0;Мордовия
2020-10-20;Нижегородская область;72.0;Нижегородская обл.
2020-10-20;Пензенская область;79.0;Пензенская обл.
2020-10-20;Республика Марий Эл;74.0;Марий Эл
2020-10-20;Республика Татарстан;83.0;Татарстан
2020-10-20;Самарская область;84.0;Самарская обл.
2020-10-20;Саратовская область;82.0;Саратовская обл.
2020-10-20;Ульяновская область;72.0;Ульяновская обл.
2020-10-20;Чувашская Республика;80.0;Чувашия
