;YEAR;MONTH;DAY;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
1146;2019;10;19;41019.333333333336;41089.444444444445;42086.791666666664;41973.833333333336
1207;2019;10;20;40462.708333333336;40599.98611111111;41452.680555555555;41398.791666666664
1268;2019;10;21;42278.708333333336;42475.958333333336;43144.09722222222;43254.36111111111
1329;2019;10;22;42274.125;42498.944444444445;43064.875;43214.51388888889
1390;2019;10;23;42206.75;42408.11111111111;42959.5;43098.083333333336
1451;2019;10;24;42322.708333333336;42524.125;43148.930555555555;43268.01388888889
1512;2019;10;25;42348.47222222222;42516.666666666664;43188.819444444445;43223.125
1573;2019;10;26;41298.680555555555;41452.34722222222;42686.52777777778;42567.38888888889
1634;2019;10;27;40903.208333333336;41016.22222222222;42282.02777777778;42199.65277777778
1695;2019;10;28;42484.791666666664;42694.305555555555;43304.15277777778;43384.680555555555
1752;2019;10;29;43016.52777777778;43248.069444444445;43788.98611111111;43934.48611111111
1807;2019;10;30;43780.15277777778;43907.444444444445;44623.15277777778;44704.48611111111
1847;2019;10;31;44550.375;44686.069444444445;45488.958333333336;45510.805555555555
54;2019;11;01;44625.97222222222;44878.875;45721.86111111111;45881.041666666664
115;2019;11;02;43334.97222222222;43580.194444444445;44962.666666666664;44900.833333333336
176;2019;11;03;42942.88888888889;43154.75;44976.805555555555;44915.819444444445
237;2019;11;04;42825.52777777778;42990.166666666664;44858.27777777778;44772.916666666664
298;2019;11;05;44270.72222222222;44375.666666666664;45431.083333333336;45456.72222222222
359;2019;11;06;43936.51388888889;44159.76388888889;44840.72222222222;44914.083333333336
420;2019;11;07;43860.291666666664;44126.916666666664;44871.73611111111;45085.02777777778
481;2019;11;08;44224.958333333336;44393.833333333336;45434.88888888889;45483.0
542;2019;11;09;43484.958333333336;43598.77777777778;45419.041666666664;45260.069444444445
603;2019;11;10;43048.069444444445;43238.72222222222;45152.23611111111;45112.36111111111
664;2019;11;11;44940.01388888889;45128.875;46336.98611111111;46338.77777777778
725;2019;11;12;44885.041666666664;45063.791666666664;46193.36111111111;46180.22222222222
786;2019;11;13;45087.541666666664;45283.0;46265.416666666664;46302.15277777778
847;2019;11;14;45385.34722222222;45541.38888888889;46448.48611111111;46505.48611111111
908;2019;11;15;45744.97222222222;45821.875;46928.27777777778;46845.76388888889
969;2019;11;16;44662.333333333336;44770.666666666664;46557.01388888889;46437.916666666664
1030;2019;11;17;43829.61111111111;44068.52777777778;45733.72222222222;45756.125
1091;2019;11;18;45732.52777777778;45948.48611111111;46909.708333333336;46913.694444444445
1152;2019;11;19;46284.65277777778;46415.069444444445;47361.125;47411.26388888889
1213;2019;11;20;46884.416666666664;46989.625;48039.38888888889;48024.208333333336
1274;2019;11;21;47610.430555555555;47705.84722222222;48867.98611111111;48863.916666666664
1335;2019;11;22;47933.583333333336;48038.930555555555;49240.805555555555;49110.27777777778
1396;2019;11;23;46698.916666666664;46858.791666666664;48377.625;48320.47222222222
1457;2019;11;24;45943.52777777778;46228.63888888889;47529.34722222222;47510.208333333336
1518;2019;11;25;48030.791666666664;48187.22222222222;49191.5;49175.708333333336
1579;2019;11;26;48212.833333333336;48349.63888888889;49299.930555555555;49281.944444444445
1640;2019;11;27;48166.694444444445;48264.26388888889;48967.583333333336;49056.791666666664
1701;2019;11;28;47952.208333333336;48096.569444444445;48950.23611111111;48811.541666666664
1758;2019;11;29;47563.61111111111;47786.48611111111;48455.541666666664;48537.38888888889
1813;2019;11;30;45951.13888888889;46157.36111111111;47410.48611111111;47663.22222222222
60;2019;12;01;45146.569444444445;45390.63888888889;46145.625;46426.125
121;2019;12;02;47247.47222222222;47560.61111111111;47846.444444444445;48224.72222222222
182;2019;12;03;47572.52777777778;47800.833333333336;48334.34722222222;48419.11111111111
243;2019;12;04;47731.48611111111;47879.930555555555;48282.944444444445;48338.180555555555
304;2019;12;05;47306.430555555555;47564.40277777778;47722.09722222222;47989.23611111111
365;2019;12;06;47185.819444444445;47331.319444444445;47513.26388888889;47638.194444444445
426;2019;12;07;45695.625;45866.73611111111;46726.083333333336;46794.180555555555
487;2019;12;08;44983.833333333336;45217.88888888889;46044.52777777778;46148.333333333336
548;2019;12;09;46550.88888888889;46805.083333333336;46839.47222222222;47013.833333333336
609;2019;12;10;46690.666666666664;46856.944444444445;47142.541666666664;47089.36111111111
670;2019;12;11;46902.02777777778;47088.63888888889;47299.041666666664;47491.47222222222
731;2019;12;12;47117.625;47345.76388888889;47769.25;47939.944444444445
792;2019;12;13;47465.680555555555;47570.805555555555;48154.01388888889;48136.458333333336
853;2019;12;14;46425.194444444445;46506.90277777778;47721.61111111111;47622.88888888889
914;2019;12;15;45683.305555555555;45867.90277777778;46874.34722222222;46952.11111111111
975;2019;12;16;47278.22222222222;47503.083333333336;47891.75;48058.694444444445
1036;2019;12;17;47035.333333333336;47259.02777777778;47462.77777777778;47644.34722222222
1097;2019;12;18;46899.708333333336;47081.916666666664;47338.930555555555;47493.13888888889
1158;2019;12;19;46689.48611111111;46880.26388888889;47104.708333333336;47290.041666666664
1219;2019;12;20;46915.125;47054.458333333336;47434.930555555555;47499.27777777778
1280;2019;12;21;45952.26388888889;46148.430555555555;47248.15277777778;47248.02777777778
1341;2019;12;22;45298.916666666664;45516.958333333336;46686.01388888889;46709.84722222222
1402;2019;12;23;46886.291666666664;47078.75;47485.430555555555;47581.416666666664
1463;2019;12;24;46817.90277777778;46962.194444444445;47346.208333333336;47397.819444444445
1524;2019;12;25;46966.77777777778;47094.0;47607.833333333336;47650.458333333336
1585;2019;12;26;47071.569444444445;47248.416666666664;47759.51388888889;47956.069444444445
1646;2019;12;27;47258.48611111111;47428.84722222222;47878.180555555555;48087.11111111111
1706;2019;12;28;46453.680555555555;46635.930555555555;47994.180555555555;47967.694444444445
1763;2019;12;29;45926.34722222222;46125.15277777778;47435.916666666664;47500.125
1818;2019;12;30;46590.73611111111;46830.27777777778;47499.541666666664;47639.0
1853;2019;12;31;44849.13888888889;45149.041666666664;45572.305555555555;45783.694444444445
4;2020;01;01;41425.63888888889;41717.97222222222;42364.90277777778;42695.77777777778
65;2020;01;02;42364.125;42607.34722222222;43782.5;43977.01388888889
126;2020;01;03;43029.15277777778;43208.305555555555;44323.98611111111;44330.36111111111
187;2020;01;04;43262.73611111111;43492.944444444445;44325.444444444445;44295.48611111111
248;2020;01;05;43157.27777777778;43409.069444444445;44371.930555555555;44387.72222222222
309;2020;01;06;43499.48611111111;43696.875;44738.51388888889;44734.48611111111
370;2020;01;07;43379.694444444445;43551.5;44849.36111111111;44898.90277777778
431;2020;01;08;44415.666666666664;44490.833333333336;45552.0;45457.291666666664
492;2020;01;09;46126.59722222222;46298.569444444445;46850.47222222222;46945.875
553;2020;01;10;46281.583333333336;46408.11111111111;47008.125;47147.083333333336
614;2020;01;11;45472.86111111111;45567.02777777778;46651.680555555555;46632.125
675;2020;01;12;45132.76388888889;45279.555555555555;46111.13888888889;46132.055555555555
736;2020;01;13;46667.916666666664;46904.5;47404.36111111111;47505.77777777778
797;2020;01;14;46322.555555555555;46640.055555555555;46868.069444444445;47163.52777777778
858;2020;01;15;46444.34722222222;46622.819444444445;47064.36111111111;47155.458333333336
919;2020;01;16;46423.569444444445;46616.26388888889;47182.333333333336;47181.27777777778
980;2020;01;17;46310.541666666664;46506.51388888889;47128.666666666664;47134.36111111111
1041;2020;01;18;45100.416666666664;45318.01388888889;46381.77777777778;46316.25
1102;2020;01;19;44518.319444444445;44826.375;45635.38888888889;45796.333333333336
1163;2020;01;20;46651.555555555555;46814.819444444445;47464.36111111111;47381.48611111111
1224;2020;01;21;46775.625;46953.13888888889;47364.555555555555;47438.458333333336
1285;2020;01;22;46746.22222222222;46919.0;47328.069444444445;47341.26388888889
1346;2020;01;23;46854.63888888889;47057.38888888889;47451.694444444445;47581.51388888889
1407;2020;01;24;47078.555555555555;47259.15277777778;47535.36111111111;47740.13888888889
1468;2020;01;25;45524.055555555555;45739.875;46244.72222222222;46348.48611111111
1529;2020;01;26;44840.916666666664;45089.583333333336;45689.5;45900.72222222222
1590;2020;01;27;46728.430555555555;46999.875;47331.125;47617.51388888889
1651;2020;01;28;47187.055555555555;47451.819444444445;47631.51388888889;47897.77777777778
1711;2020;01;29;47247.041666666664;47482.194444444445;47800.444444444445;47913.61111111111
1768;2020;01;30;47185.11111111111;47405.11111111111;47690.055555555555;47819.791666666664
1823;2020;01;31;47004.84722222222;47225.47222222222;47506.833333333336;47690.27777777778
9;2020;02;01;44255.86111111111;45809.708333333336;44807.694444444445;46294.166666666664
70;2020;02;02;44859.875;45088.59722222222;45279.27777777778;45498.38888888889
131;2020;02;03;46691.069444444445;46863.47222222222;46776.22222222222;46886.23611111111
192;2020;02;04;46425.63888888889;46734.625;46574.34722222222;46830.59722222222
253;2020;02;05;46494.65277777778;46747.34722222222;46749.305555555555;46957.916666666664
314;2020;02;06;46815.65277777778;46979.875;47178.51388888889;47213.625
375;2020;02;07;47302.208333333336;47454.09722222222;47734.333333333336;47818.98611111111
436;2020;02;08;46305.88888888889;46515.65277777778;46923.944444444445;46972.791666666664
497;2020;02;09;45838.416666666664;46016.444444444445;46251.77777777778;46377.166666666664
558;2020;02;10;47514.333333333336;47633.34722222222;47570.51388888889;47683.055555555555
619;2020;02;11;47456.833333333336;47532.13888888889;47476.13888888889;47567.208333333336
680;2020;02;12;47254.51388888889;47340.680555555555;47290.36111111111;47414.13888888889
741;2020;02;13;47119.0;47262.63888888889;47344.125;47343.694444444445
802;2020;02;14;46978.38888888889;47117.666666666664;47151.77777777778;47207.958333333336
863;2020;02;15;45505.041666666664;45643.541666666664;46017.291666666664;45912.430555555555
924;2020;02;16;45033.63888888889;45138.26388888889;45356.541666666664;45389.125
985;2020;02;17;46568.47222222222;46701.555555555555;46669.333333333336;46747.208333333336
1046;2020;02;18;46179.77777777778;46339.51388888889;46198.666666666664;46234.541666666664
1107;2020;02;19;45872.944444444445;46083.694444444445;45922.305555555555;46120.15277777778
1168;2020;02;20;45631.055555555555;45826.541666666664;45672.15277777778;45858.875
1229;2020;02;21;45543.291666666664;45692.0;45579.944444444445;45700.055555555555
1290;2020;02;22;44241.34722222222;44386.055555555555;44378.86111111111;44395.98611111111
1351;2020;02;23;43615.76388888889;43804.694444444445;43796.958333333336;43899.305555555555
1412;2020;02;24;43915.180555555555;43986.75;44232.59722222222;44152.055555555555
1473;2020;02;25;45556.819444444445;45694.15277777778;45623.930555555555;45750.51388888889
1534;2020;02;26;45648.541666666664;45821.11111111111;45952.09722222222;46076.555555555555
1595;2020;02;27;45411.84722222222;45616.26388888889;45729.48611111111;45898.930555555555
1656;2020;02;28;45264.77777777778;45426.319444444445;45797.61111111111;45805.791666666664
1713;2020;02;29;43871.90277777778;44025.13888888889;44332.26388888889;44417.541666666664
14;2020;03;01;43065.541666666664;43316.86111111111;43422.26388888889;43579.569444444445
75;2020;03;02;44771.916666666664;44989.930555555555;44945.819444444445;45117.166666666664
136;2020;03;03;44793.13888888889;44936.34722222222;45067.51388888889;45010.305555555555
197;2020;03;04;44672.47222222222;44825.26388888889;44704.958333333336;44861.194444444445
258;2020;03;05;44501.51388888889;44644.569444444445;44588.958333333336;44682.15277777778
319;2020;03;06;44626.194444444445;44662.125;44762.15277777778;44724.055555555555
380;2020;03;07;43228.680555555555;43359.819444444445;43691.041666666664;43646.541666666664
441;2020;03;08;41860.26388888889;42057.930555555555;42100.59722222222;42292.36111111111
502;2020;03;09;42209.708333333336;42350.166666666664;42533.833333333336;42567.38888888889
563;2020;03;10;43781.708333333336;43957.708333333336;43809.041666666664;43995.5
624;2020;03;11;43577.75;43772.444444444445;43849.208333333336;43900.708333333336
685;2020;03;12;43553.555555555555;43682.25;43745.51388888889;43812.11111111111
746;2020;03;13;43548.5;43684.180555555555;43648.916666666664;43827.73611111111
807;2020;03;14;42307.23611111111;42464.333333333336;42912.819444444445;42961.166666666664
868;2020;03;15;42301.75;42413.194444444445;43040.76388888889;42990.51388888889
929;2020;03;16;44188.194444444445;44429.180555555555;44557.916666666664;44792.055555555555
990;2020;03;17;43922.666666666664;44123.40277777778;44268.833333333336;44553.23611111111
1051;2020;03;18;43768.34722222222;43931.63888888889;44266.791666666664;44441.625
1112;2020;03;19;43731.625;43901.680555555555;44114.86111111111;44294.541666666664
1173;2020;03;20;43891.77777777778;43942.52777777778;44412.694444444445;44377.22222222222
1234;2020;03;21;42854.680555555555;42985.416666666664;43677.944444444445;43716.833333333336
1295;2020;03;22;42465.055555555555;42643.916666666664;43718.25;43649.208333333336
1356;2020;03;23;44379.180555555555;44484.22222222222;45254.22222222222;45209.59722222222
1417;2020;03;24;44640.36111111111;44706.305555555555;45369.01388888889;45329.416666666664
1478;2020;03;25;44329.375;44458.708333333336;45088.0;45162.48611111111
1539;2020;03;26;43689.125;43864.51388888889;44337.47222222222;44593.333333333336
1600;2020;03;27;42916.680555555555;43119.944444444445;43646.0;43945.694444444445
1661;2020;03;28;41077.76388888889;41297.805555555555;42132.680555555555;42180.930555555555
1718;2020;03;29;40154.22222222222;40382.958333333336;41168.98611111111;41399.833333333336
1773;2020;03;30;40283.166666666664;40517.125;41621.305555555555;41807.47222222222
1828;2020;03;31;40223.791666666664;40363.583333333336;41485.625;41621.15277777778
19;2020;04;01;39924.708333333336;40057.430555555555;41388.63888888889;41511.47222222222
80;2020;04;02;39999.61111111111;40002.27777777778;41302.069444444445;41266.90277777778
141;2020;04;03;39618.625;39711.13888888889;40946.5;40952.77777777778
202;2020;04;04;39248.166666666664;39383.88888888889;40538.26388888889;40567.11111111111
263;2020;04;05;39198.791666666664;39315.055555555555;40447.5;40361.930555555555
324;2020;04;06;40319.36111111111;40328.708333333336;41380.291666666664;41311.26388888889
385;2020;04;07;40221.97222222222;40382.819444444445;41306.77777777778;41365.38888888889
446;2020;04;08;40321.11111111111;40419.708333333336;41274.125;41367.47222222222
507;2020;04;09;40007.375;40144.02777777778;41089.541666666664;41115.48611111111
568;2020;04;10;40012.90277777778;40113.944444444445;40967.180555555555;40999.458333333336
629;2020;04;11;39621.541666666664;39697.125;40685.98611111111;40688.51388888889
690;2020;04;12;39115.97222222222;39326.0;40102.083333333336;40159.11111111111
751;2020;04;13;40210.625;40331.25;40934.916666666664;41013.84722222222
812;2020;04;14;40184.819444444445;40281.0;40861.36111111111;40905.055555555555
873;2020;04;15;40314.375;40373.708333333336;41042.13888888889;41086.88888888889
934;2020;04;16;40722.291666666664;40753.26388888889;41606.51388888889;41531.055555555555
995;2020;04;17;40495.791666666664;40668.26388888889;41402.27777777778;41480.27777777778
1056;2020;04;18;39869.041666666664;39991.694444444445;40949.5;40972.805555555555
1117;2020;04;19;38319.333333333336;38574.055555555555;39449.819444444445;39670.944444444445
1178;2020;04;20;39711.305555555555;39900.52777777778;40736.76388888889;40825.86111111111
1239;2020;04;21;39734.680555555555;39876.041666666664;40692.36111111111;40748.375
1300;2020;04;22;39661.47222222222;39803.305555555555;40599.166666666664;40756.666666666664
1361;2020;04;23;39654.09722222222;39808.47222222222;40873.22222222222;40966.916666666664
1422;2020;04;24;39632.625;39795.26388888889;40955.555555555555;41018.444444444445
1483;2020;04;25;38791.319444444445;38953.944444444445;40167.47222222222;40192.055555555555
1544;2020;04;26;37802.555555555555;37944.333333333336;39257.63888888889;39261.01388888889
1605;2020;04;27;38852.97222222222;38992.458333333336;40051.666666666664;40094.333333333336
1666;2020;04;28;38672.22222222222;38829.305555555555;39845.73611111111;39957.555555555555
1723;2020;04;29;38544.180555555555;38709.444444444445;39733.77777777778;39849.5
1778;2020;04;30;37844.72222222222;38074.458333333336;39013.194444444445;39180.583333333336
24;2020;05;01;35962.86111111111;36155.72222222222;37116.90277777778;37314.180555555555
85;2020;05;02;35470.51388888889;35620.65277777778;36672.0;36792.125
146;2020;05;03;35005.333333333336;35172.86111111111;36204.26388888889;36245.125
207;2020;05;04;35169.083333333336;35280.25;36377.90277777778;36375.15277777778
268;2020;05;05;34880.430555555555;35026.11111111111;36280.305555555555;36319.694444444445
329;2020;05;06;35099.73611111111;35326.458333333336;36166.90277777778;36361.375
390;2020;05;07;34918.708333333336;35096.125;35920.72222222222;36046.666666666664
451;2020;05;08;34845.291666666664;34950.48611111111;35935.36111111111;35890.09722222222
512;2020;05;09;33650.694444444445;33836.166666666664;34875.694444444445;34958.944444444445
573;2020;05;10;33594.59722222222;33747.319444444445;34840.708333333336;34821.63888888889
634;2020;05;11;33981.73611111111;34089.25;35283.194444444445;35129.319444444445
695;2020;05;12;34975.291666666664;35131.47222222222;36076.958333333336;36047.555555555555
756;2020;05;13;35428.51388888889;35581.59722222222;36562.555555555555;36429.65277777778
817;2020;05;14;35590.48611111111;35788.75;36631.930555555555;36612.25
878;2020;05;15;35930.72222222222;36018.52777777778;36890.63888888889;36835.819444444445
939;2020;05;16;35003.52777777778;35127.583333333336;35939.916666666664;35880.09722222222
1000;2020;05;17;34327.819444444445;34503.73611111111;35259.805555555555;35238.02777777778
1061;2020;05;18;34903.48611111111;36087.069444444445;35655.5;36663.52777777778
1122;2020;05;19;36155.73611111111;36300.47222222222;36711.125;36787.59722222222
1183;2020;05;20;36199.819444444445;36304.09722222222;36684.72222222222;36723.944444444445
1244;2020;05;21;36462.083333333336;36562.48611111111;36833.666666666664;36933.75
1305;2020;05;22;36466.055555555555;36589.84722222222;37073.02777777778;37034.27777777778
1366;2020;05;23;35410.40277777778;35574.444444444445;36100.11111111111;36175.069444444445
1427;2020;05;24;34719.791666666664;34883.38888888889;35372.666666666664;35539.11111111111
1488;2020;05;25;35781.055555555555;35954.52777777778;36348.625;36394.5
1549;2020;05;26;35540.291666666664;35719.86111111111;36148.36111111111;36230.555555555555
1610;2020;05;27;35352.875;35441.791666666664;35968.430555555555;35906.34722222222
1671;2020;05;28;34119.125;35303.15277777778;34612.61111111111;35778.65277777778
1728;2020;05;29;35267.72222222222;35349.569444444445;35771.23611111111;35881.833333333336
1783;2020;05;30;33897.40277777778;34072.97222222222;34544.805555555555;34622.875
1833;2020;05;31;33788.34722222222;33912.375;34480.541666666664;34561.52777777778
29;2020;06;01;35556.0;35661.61111111111;36231.916666666664;36246.569444444445
90;2020;06;02;35664.51388888889;35821.75;36238.75;36374.63888888889
151;2020;06;03;35627.555555555555;35784.916666666664;36219.72222222222;36287.708333333336
212;2020;06;04;35488.75;35662.166666666664;36064.25;36208.59722222222
273;2020;06;05;35250.805555555555;35401.319444444445;35779.319444444445;35946.73611111111
334;2020;06;06;34032.0;34096.194444444445;34791.694444444445;34784.819444444445
395;2020;06;07;33377.430555555555;33549.97222222222;34269.875;34371.84722222222
456;2020;06;08;35091.34722222222;35219.72222222222;35847.72222222222;35867.430555555555
517;2020;06;09;35321.09722222222;35432.15277777778;36026.930555555555;36050.444444444445
578;2020;06;10;35628.625;35747.65277777778;36396.84722222222;36393.84722222222
639;2020;06;11;35732.458333333336;35856.930555555555;36408.27777777778;36436.77777777778
700;2020;06;12;33321.09722222222;34399.0;34190.73611111111;35102.958333333336
761;2020;06;13;33783.88888888889;33975.97222222222;34769.833333333336;34667.84722222222
822;2020;06;14;33493.555555555555;33672.333333333336;34423.375;34346.791666666664
883;2020;06;15;34944.90277777778;35179.569444444445;35592.63888888889;35692.22222222222
944;2020;06;16;35237.0;35362.98611111111;35831.63888888889;35853.22222222222
1005;2020;06;17;35659.055555555555;35742.88888888889;36061.930555555555;36106.5
1066;2020;06;18;35658.416666666664;35789.34722222222;35994.083333333336;36029.0
1127;2020;06;19;35641.319444444445;35752.76388888889;35944.88888888889;35998.11111111111
1188;2020;06;20;34555.97222222222;34665.180555555555;34969.083333333336;35034.25
1249;2020;06;21;33845.22222222222;33959.555555555555;34248.833333333336;34345.27777777778
1310;2020;06;22;35437.055555555555;35507.180555555555;36056.166666666664;35873.430555555555
1371;2020;06;23;35451.958333333336;35584.84722222222;36145.180555555555;36182.458333333336
1432;2020;06;24;34695.125;34795.72222222222;35655.569444444445;35680.125
1493;2020;06;25;35350.38888888889;35548.444444444445;35820.194444444445;35998.13888888889
1554;2020;06;26;35502.09722222222;35623.416666666664;35956.72222222222;36090.319444444445
1615;2020;06;27;34557.97222222222;34620.97222222222;35133.98611111111;35064.958333333336
1676;2020;06;28;34208.02777777778;34281.694444444445;35066.805555555555;35084.583333333336
1733;2020;06;29;35673.13888888889;35761.916666666664;36361.555555555555;36390.180555555555
1788;2020;06;30;35578.125;35754.166666666664;36191.833333333336;36355.416666666664
34;2020;07;01;34675.458333333336;34784.458333333336;35579.77777777778;35608.194444444445
95;2020;07;02;35851.194444444445;35966.63888888889;36237.11111111111;36438.51388888889
156;2020;07;03;36176.61111111111;36305.944444444445;36638.180555555555;36663.166666666664
217;2020;07;04;35196.75;35300.02777777778;35807.819444444445;35748.13888888889
278;2020;07;05;34833.36111111111;34953.09722222222;35398.916666666664;35324.194444444445
339;2020;07;06;36919.61111111111;36995.069444444445;37162.01388888889;37070.01388888889
400;2020;07;07;37456.59722222222;37564.291666666664;37665.65277777778;37615.40277777778
461;2020;07;08;37271.305555555555;37397.77777777778;37349.583333333336;37465.75
522;2020;07;09;36548.84722222222;36752.40277777778;36691.180555555555;36817.75
583;2020;07;10;36378.625;36540.666666666664;36467.65277777778;36505.75
644;2020;07;11;35111.180555555555;35248.958333333336;35408.63888888889;35353.680555555555
705;2020;07;12;35020.819444444445;35148.97222222222;35437.40277777778;35317.11111111111
766;2020;07;13;36784.055555555555;36933.805555555555;36903.083333333336;37006.333333333336
827;2020;07;14;36701.625;36891.930555555555;36798.833333333336;36948.11111111111
888;2020;07;15;36550.666666666664;36738.291666666664;36704.48611111111;36818.84722222222
949;2020;07;16;36518.208333333336;36669.13888888889;36872.291666666664;36843.65277777778
1010;2020;07;17;36236.25;36379.63888888889;36611.88888888889;36560.48611111111
1071;2020;07;18;35031.63888888889;35115.458333333336;35473.09722222222;35324.97222222222
1132;2020;07;19;34709.34722222222;34837.569444444445;35066.23611111111;35046.944444444445
1193;2020;07;20;36416.98611111111;36569.47222222222;36785.291666666664;36846.916666666664
1254;2020;07;21;36240.02777777778;36364.694444444445;36545.125;36586.86111111111
1315;2020;07;22;36265.84722222222;36407.041666666664;36592.98611111111;36678.083333333336
1376;2020;07;23;36124.569444444445;36271.458333333336;36429.48611111111;36536.02777777778
1437;2020;07;24;35887.13888888889;36040.430555555555;36327.680555555555;36352.430555555555
1498;2020;07;25;34803.430555555555;34940.458333333336;35260.194444444445;35185.944444444445
1559;2020;07;26;34387.208333333336;34531.875;34777.819444444445;34870.069444444445
1620;2020;07;27;36076.708333333336;36213.88888888889;36344.51388888889;36536.944444444445
1681;2020;07;28;36201.88888888889;36329.77777777778;36447.555555555555;36641.73611111111
1738;2020;07;29;36572.583333333336;36611.09722222222;36964.055555555555;36888.48611111111
1793;2020;07;30;36646.194444444445;36821.13888888889;36879.583333333336;37059.36111111111
1838;2020;07;31;36162.61111111111;36317.76388888889;36589.319444444445;36629.61111111111
39;2020;08;01;34818.23611111111;34898.666666666664;35096.36111111111;35106.09722222222
100;2020;08;02;34315.40277777778;34408.26388888889;34799.791666666664;34824.319444444445
161;2020;08;03;35746.416666666664;35839.444444444445;36018.25;35985.22222222222
222;2020;08;04;35909.65277777778;36058.041666666664;36243.72222222222;36293.875
283;2020;08;05;36164.708333333336;36291.569444444445;36594.319444444445;36533.26388888889
344;2020;08;06;36815.291666666664;36836.40277777778;37126.65277777778;37075.88888888889
405;2020;08;07;36988.541666666664;37110.52777777778;37332.680555555555;37379.23611111111
466;2020;08;08;35650.36111111111;35783.90277777778;36358.48611111111;36342.77777777778
527;2020;08;09;35071.09722222222;35175.291666666664;35561.26388888889;35585.61111111111
588;2020;08;10;36561.0;36745.75;37063.52777777778;36970.944444444445
649;2020;08;11;36509.944444444445;36716.194444444445;36795.180555555555;36953.88888888889
710;2020;08;12;36446.194444444445;36634.27777777778;36687.916666666664;36859.305555555555
771;2020;08;13;36339.48611111111;36524.430555555555;36521.13888888889;36701.27777777778
832;2020;08;14;36201.680555555555;36317.930555555555;36437.819444444445;36506.875
893;2020;08;15;35137.555555555555;35287.194444444445;35520.944444444445;35687.15277777778
954;2020;08;16;34703.65277777778;34842.90277777778;35102.541666666664;35242.26388888889
1015;2020;08;17;36298.5;36465.666666666664;36578.88888888889;36709.319444444445
1076;2020;08;18;36384.916666666664;36558.59722222222;36651.01388888889;36875.76388888889
1137;2020;08;19;36586.38888888889;36712.51388888889;36858.61111111111;37048.666666666664
1198;2020;08;20;36781.76388888889;36911.319444444445;37105.98611111111;37152.541666666664
1259;2020;08;21;36722.444444444445;36825.194444444445;37028.40277777778;36980.625
1320;2020;08;22;35609.319444444445;35687.02777777778;36052.694444444445;35788.5
1381;2020;08;23;35099.944444444445;35212.305555555555;35503.09722222222;35355.194444444445
1442;2020;08;24;36620.416666666664;36714.09722222222;36790.041666666664;36668.11111111111
1503;2020;08;25;36803.52777777778;36901.98611111111;36948.958333333336;36951.52777777778
1564;2020;08;26;36845.444444444445;37019.13888888889;36935.48611111111;37075.916666666664
1625;2020;08;27;36827.375;36962.125;37019.48611111111;37099.5
1686;2020;08;28;36862.15277777778;36965.958333333336;37260.40277777778;37246.180555555555
1743;2020;08;29;35812.194444444445;35890.208333333336;36503.88888888889;36432.305555555555
1798;2020;08;30;35451.61111111111;35569.84722222222;36023.041666666664;36021.916666666664
1843;2020;08;31;37146.52777777778;37292.805555555555;37355.166666666664;37385.40277777778
44;2020;09;01;37155.86111111111;37359.23611111111;37364.47222222222;37493.63888888889
105;2020;09;02;37288.791666666664;37430.02777777778;37515.5;37658.916666666664
166;2020;09;03;37356.77777777778;37462.916666666664;37582.86111111111;37659.22222222222
227;2020;09;04;37367.416666666664;37455.680555555555;37575.65277777778;37616.36111111111
288;2020;09;05;36200.430555555555;36315.680555555555;36848.291666666664;36975.319444444445
349;2020;09;06;35565.27777777778;35736.319444444445;36121.833333333336;36159.680555555555
410;2020;09;07;37138.805555555555;37314.25;37460.625;37561.694444444445
471;2020;09;08;37273.52777777778;37492.0;37457.458333333336;37593.59722222222
532;2020;09;09;37266.430555555555;37399.01388888889;37451.680555555555;37499.125
593;2020;09;10;37434.833333333336;37538.569444444445;37653.833333333336;37735.916666666664
654;2020;09;11;37491.458333333336;37595.5;37725.916666666664;37826.069444444445
715;2020;09;12;36568.944444444445;36635.09722222222;37291.76388888889;37171.194444444445
776;2020;09;13;36142.26388888889;36195.0;36846.76388888889;36720.59722222222
837;2020;09;14;37914.75;38035.61111111111;38349.09722222222;38373.375
898;2020;09;15;38124.15277777778;38261.40277777778;38761.22222222222;38644.88888888889
959;2020;09;16;38434.48611111111;38588.02777777778;38843.625;38915.22222222222
1020;2020;09;17;38477.76388888889;38621.5;38817.291666666664;38950.88888888889
1081;2020;09;18;38737.805555555555;38876.15277777778;39115.22222222222;39152.458333333336
1142;2020;09;19;37824.61111111111;37947.02777777778;38519.916666666664;38565.125
1203;2020;09;20;37296.23611111111;37465.958333333336;38095.98611111111;38157.569444444445
1264;2020;09;21;39125.5;39367.069444444445;39463.34722222222;39581.76388888889
1325;2020;09;22;38980.541666666664;39228.694444444445;39338.805555555555;39478.694444444445
1386;2020;09;23;38913.88888888889;39135.52777777778;39340.805555555555;39423.22222222222
1447;2020;09;24;38891.02777777778;39110.63888888889;39358.458333333336;39460.84722222222
1508;2020;09;25;38907.416666666664;39050.375;39213.47222222222;39244.569444444445
1569;2020;09;26;37806.694444444445;38015.805555555555;38568.09722222222;38524.5
1630;2020;09;27;37141.125;37339.22222222222;37807.77777777778;37842.25
1691;2020;09;28;38994.555555555555;39200.569444444445;39383.708333333336;39523.22222222222
1748;2020;09;29;39186.86111111111;39326.680555555555;39728.63888888889;39768.083333333336
